115.0804	72.3956
116.7496	72.7978
119.9658	73.2222
119.2434	78.1604
116.9574	72.7640
119.9627	75.9343
119.1372	66.5905
117.5382	66.1228
121.8305	66.8532
120.1371	62.3737
119.0602	66.9388
118.6695	62.4502
117.1301	72.5519
116.2573	65.3087
112.5322	64.4234
118.2184	65.5199
117.9545	70.8241
115.2809	73.0547
118.9190	77.3755
116.3902	73.4616
108.4153	71.0451
113.0066	72.6922
106.6666	68.0094
110.5825	74.5443
108.8179	63.3150
111.9554	56.6973
118.2486	62.4855
118.4335	66.2403
119.7081	72.5810
116.2260	74.4854
119.0480	69.0032
118.5673	66.5642
122.5910	78.3696
122.5508	76.0399
122.3455	72.8059
120.2252	87.7232
121.5933	86.1675
113.4726	67.1586
116.1294	80.7294
111.5777	71.4925
108.8390	63.6223
120.7882	67.1872
118.8144	71.2556
119.7327	74.2562
117.9209	75.6962
118.7040	70.1419
115.8554	66.0535
116.9023	67.7539
120.2855	68.1798
119.1788	72.5321
117.1190	67.6348
115.3534	60.8959
114.0268	64.5939
118.0618	58.5647
117.2372	65.7771
118.9672	70.5032
118.0330	65.8657
119.2256	59.7086
118.8192	69.5260
117.5465	61.7607
115.7387	57.4568
116.6014	69.4555
115.4348	66.1376
110.2936	60.6798
111.6160	64.4268
112.4510	58.3019
114.5024	54.5964
112.3310	46.0266
107.8161	43.3236
112.9868	46.9509
109.9620	48.0065
111.3021	47.7496
111.1566	55.1677
111.9344	53.0590
113.6891	49.0187
110.6997	45.3158
110.3848	50.5023
109.8446	54.8881
111.7612	52.2634
108.2348	59.7158
110.8567	61.7124
112.1972	69.1351
108.9294	64.2067
110.9612	53.9859
109.1746	56.4271
111.5695	60.2490
113.6426	64.4694
111.5845	63.2371
111.2346	71.3454
109.9198	67.7445
108.8989	63.1301
106.8693	68.5981
105.4152	68.1557
108.3317	69.9932
110.6390	67.0777
109.2980	68.9024
103.6899	62.0011
102.4366	62.5369
100.5430	56.5235
102.3165	56.5103
102.0443	63.5519
100.0649	65.0975
101.3167	64.9274
99.4995	66.0460
101.5688	70.9257
102.7921	71.0757
105.3907	74.7598
105.3355	78.7664
103.0213	72.8333
104.2586	67.3315
100.4282	66.7497
102.4410	68.3822
105.3160	79.5002
104.5093	69.6889
105.6115	66.8159
99.8856	68.5025
102.8243	73.7510
104.5157	69.5358
103.5683	72.1030
104.2096	68.3633
104.8110	71.5325
107.4761	74.9437
103.4180	72.6910
106.8073	64.2736
104.9409	72.4134
101.1494	69.9665
101.8393	70.7553
100.4931	67.4214
100.7777	73.1367
104.4350	75.4242
102.4888	65.0460
104.4016	71.7162
103.2893	79.8890
102.2128	74.8690
105.4477	69.4402
102.9983	69.4587
102.6185	68.3625
102.6492	62.2652
103.6669	60.3095
104.7638	67.9467
106.6350	67.4850
105.3428	64.9794
103.4407	71.2840
105.0248	70.2929
104.0587	69.8659
102.3313	69.2111
103.1917	72.8360
102.4568	78.5342
105.6986	78.9442
102.0682	72.5770
106.3683	77.7760
106.5527	85.7305
104.7690	83.1229
107.8279	86.4045
107.6979	78.1802
105.7569	76.4277
103.5747	74.1891
108.1302	79.0722
112.3797	73.8757
110.2968	69.8206
109.7573	78.8213
107.3082	70.8450
113.4371	73.0981
111.3809	63.9399
111.1399	65.0163
113.3657	66.2296
111.0884	68.2753
109.6199	66.9206
114.1707	63.8177
111.7851	69.6325
108.9532	71.3905
111.9923	72.0738
108.5518	68.1545
108.5727	68.3053
111.5882	65.4468
111.3456	69.8246
110.8288	79.7251
109.5141	73.9729
112.5242	88.1386
114.9863	85.7395
111.9813	80.1538
110.7048	81.7684
110.6170	69.3611
108.3173	65.7088
109.1564	61.2820
111.9801	75.3532
113.7316	70.4344
109.3587	77.8926
113.5511	75.3896
110.6950	70.0880
110.7692	64.7577
112.1008	67.6173
107.4274	62.3976
106.6805	59.7538
107.5106	56.2106
107.5005	60.3773
106.4354	65.4476
103.8037	55.9743
102.6494	59.4583
100.6062	54.4432
103.6595	56.2176
104.1316	57.1420
103.8702	60.8452
101.2205	56.1506
101.7540	58.8487
103.4008	57.4178
100.1845	55.6143
97.6821	61.6554
97.0161	61.0758
99.4994	59.1271
99.2414	65.9603
102.6511	66.0284
100.6517	63.3173
99.6550	65.5996
99.1393	64.5067
97.2304	63.4253
96.2756	61.8200
96.4499	61.9420
96.2642	62.2561
95.3209	68.4016
98.4105	63.3642
96.9395	63.6757
98.2707	68.0802
96.9981	69.2335
97.2655	71.9215
99.1312	61.5256
99.8082	56.8985
100.0370	57.6665
97.6724	69.6705
97.6864	74.4888
95.6589	68.7397
94.3772	69.3701
96.0525	72.1458
98.4396	76.9766
98.0685	72.7553
101.4956	62.7134
100.2260	66.0777
97.1168	67.4419
96.8334	66.1567
95.9371	63.9525
95.0183	61.9246
93.3099	65.4933
95.7085	64.0896
98.0534	69.3126
99.0722	65.5574
97.5375	70.2031
96.9608	66.6048
95.1163	65.5048
96.7530	73.0026
98.5871	63.8821
98.2882	68.3691
99.9499	63.9793
96.8944	66.5018
95.9525	62.9338
99.4948	63.7443
99.2489	62.8890
98.6977	68.4402
101.9680	75.4753
102.7633	78.6833
106.0638	79.3884
105.8847	74.5847
105.2165	81.8393
104.9459	86.0445
107.5036	87.4365
105.7203	80.0664
104.7038	75.3630
103.8576	71.6208
103.3006	72.7524
103.1962	73.9917
105.4512	76.4898
103.8274	64.7017
110.0534	70.7182
110.4641	74.1325
106.0983	78.1757
106.8768	74.1276
106.9484	82.1579
107.3556	81.2955
105.1222	76.0198
108.7082	71.5768
107.8121	80.4962
107.4681	74.9936
110.5667	75.4916
109.5663	68.8592
