394.0 474.0 161.0 455.0 392.0 390.0 398.0 434.0 476.0 427.0
56.0 24.0 2.0 41.0 10.0 50.0 74.0 63.0 8.0 1.0
16.0 1.0 18.0 4.0 19.0 15.0 14.0 2.0 0.0 24.0
33.0 1.0 319.0 0.0 79.0 45.0 14.0 1.0 16.0 48.0
